Alger socialiste : organe officiel de la Fédération socialiste d'Alger,1931,1939,https://gallica.bnf.fr/ark:/12148/cb32685395w/date,cb32685395w_date
"Alger-amusant : littéraire, frondeur, cythérien",1905,1906,https://gallica.bnf.fr/ark:/12148/cb32685345b/date,cb32685345b_date
Alger-mondain. Organe du Comité des fêtes,1890,1890,https://gallica.bnf.fr/ark:/12148/cb32685380v/date,cb32685380v_date
"Alger-programmes : ""le Petit Echo"" des théâtres et concerts de l'Algérie / directeur Louis Gachié",1919,1924,https://gallica.bnf.fr/ark:/12148/cb32685385k/date,cb32685385k_date
Alger-saison,1882,1882,https://gallica.bnf.fr/ark:/12148/cb32685394j/date,cb32685394j_date
Algérie catholique. Revue mensuelle illustrée,1936,1936,https://gallica.bnf.fr/ark:/12148/cb32685443x/date,cb32685443x_date
Algérie-album. Artistique et mondain,1908,1908,https://gallica.bnf.fr/ark:/12148/cb32685436n/date,cb32685436n_date
"Allo, allo ici Radio-Canard",1944,1944,https://gallica.bnf.fr/ark:/12148/cb43774412m/date,cb43774412m_date
Almanach / Ciné-miroir,1933,1945,https://gallica.bnf.fr/ark:/12148/cb32686513h/date,cb32686513h_date
"Almanach astrologique : magique, prophétique, satirique et des sciences occultes : annuaire du monde élégant pour... / rédigé par une société d'astrologues, de magiciens et de sorciers",1847,1904,https://gallica.bnf.fr/ark:/12148/cb32686397t/date,cb32686397t_date
Almanach astronomique du Journal du Ciel et de la Société d'astronomie / par Joseph Vinot,1874,1874,https://gallica.bnf.fr/ark:/12148/cb326863985/date,cb326863985_date
Almanach catholique français ... / publié sous le patronage du Comité catholique de propagande française à l'étranger,1920,1937,https://gallica.bnf.fr/ark:/12148/cb326864613/date,cb326864613_date
Almanach chantant galiniste / [École Galin-Paris-Chevé],1866,1866,https://gallica.bnf.fr/ark:/12148/cb32686498f/date,cb32686498f_date
Almanach chantant pour... ou Répertoire des grands concerts et cabarets de Montmartre,1900,1900,https://gallica.bnf.fr/ark:/12148/cb326865036/date,cb326865036_date
Almanach commercial et illustré de l'Exposition de Londres,1852,1852,https://gallica.bnf.fr/ark:/12148/cb32686541r/date,cb32686541r_date
Almanach critique et littéraire de Paris,1817,1817,https://gallica.bnf.fr/ark:/12148/cb32686558g/date,cb32686558g_date
"Almanach de ""L'Enchaîné du Nord, du Pas-de-Calais et de la Somme""...",1923,1923,https://gallica.bnf.fr/ark:/12148/cb32686862j/date,cb32686862j_date
"Almanach de ""La Bonne chanson"" pour la famille, pour la jeunesse / publié sous la direction de Théodore Botrel",1911,1914,https://gallica.bnf.fr/ark:/12148/cb32686992r/date,cb32686992r_date
"Almanach de Brioude et de son arrondissement : organe de la Société d'études archélogiques, historiques et littéraires de la région de Brioude",1920,1920,https://gallica.bnf.fr/ark:/12148/cb32686622r/date,cb32686622r_date
Almanach de charades,1788,1788,https://gallica.bnf.fr/ark:/12148/cb326866353/date,cb326866353_date
Almanach de France et du Musée des familles / publié par la Société nationale,1864,1905,https://gallica.bnf.fr/ark:/12148/cb45045272m/date,cb45045272m_date
Almanach de Guignol,1931,1936,https://gallica.bnf.fr/ark:/12148/cb435442510/date,cb435442510_date
Almanach de l'Action française,1909,1938,https://gallica.bnf.fr/ark:/12148/cb32686697n/date,cb32686697n_date
Almanach de l'Avenir,1903,1903,https://gallica.bnf.fr/ark:/12148/cb436176621/date,cb436176621_date
Almanach de l'avenir pour ...,1867,1870,https://gallica.bnf.fr/ark:/12148/cb425555723/date,cb425555723_date
"Almanach de L'Écho valréassien : contenant la date des principales foires de la région, le temps probable pour l'année ... : un grand nombre de poésies et d'histoires amusantes",1907,1907,https://gallica.bnf.fr/ark:/12148/cb32686837b/date,cb32686837b_date
"Almanach de l'Encyclopédie générale / [par Michel Alcan, Louis Anselme, Louis Belin]...",1869,1870,https://gallica.bnf.fr/ark:/12148/cb32686863w/date,cb32686863w_date
Almanach de l'Ex-libriste...,1921,1921,https://gallica.bnf.fr/ark:/12148/cb32686884v/date,cb32686884v_date
Almanach de l'Exposition universelle de 1867. Guide des exposants et des visiteurs... Index alphabétique de tous les produits admis à l'Exposition...,1866,1866,https://gallica.bnf.fr/ark:/12148/cb32686892g/date,cb32686892g_date
Almanach de l'Oeuvre Saint-Louis de Gonzague,1909,1909,https://gallica.bnf.fr/ark:/12148/cb32686937m/date,cb32686937m_date
"Almanach de l'Union des travailleurs : offert aux sociétaires / par Chabanon,...",1860,1893,https://gallica.bnf.fr/ark:/12148/cb326869666/date,cb326869666_date
Almanach de l'Union littéraire de France,1886,1886,https://gallica.bnf.fr/ark:/12148/cb44730098d/date,cb44730098d_date
Almanach de la bonne cuisine et de la maîtresse de maison,1858,1915,https://gallica.bnf.fr/ark:/12148/cb32686994f/date,cb32686994f_date
Almanach de la bourse pour...,1856,1870,https://gallica.bnf.fr/ark:/12148/cb326870001/date,cb326870001_date
Almanach de La Calotte,1907,1912,https://gallica.bnf.fr/ark:/12148/cb32687005r/date,cb32687005r_date
"Almanach de la Champagne et de la Brie : Aube, Ardennes, Marne, Haute-Marne, Seine-et-Marne, Yonne",1853,1902,https://gallica.bnf.fr/ark:/12148/cb326870094/date,cb326870094_date
Almanach de la chanson / par les membres du Caveau,1859,1861,https://gallica.bnf.fr/ark:/12148/cb32687013c/date,cb32687013c_date
Almanach de la Chasse illustrée,1869,1914,https://gallica.bnf.fr/ark:/12148/cb32687017r/date,cb32687017r_date
Almanach de la Compagnie d'assurance sur la vie humaine L'Alliance...,1876,1876,https://gallica.bnf.fr/ark:/12148/cb32687028d/date,cb32687028d_date
"Almanach de la démocratie rurale / [Kergall, président du Syndicat économique agricole]",1890,1908,https://gallica.bnf.fr/ark:/12148/cb32687083j/date,cb32687083j_date
Almanach de la famille chrétienne,1883,1884,https://gallica.bnf.fr/ark:/12148/cb32687098k/date,cb32687098k_date
"Almanach de la jeune chanson française : répertoire chantant le plus complet des grands succès populaires de nos célébrités contemporaines / illustré par Bertall, Cham et Célestin Nanteuil",1863,1885,https://gallica.bnf.fr/ark:/12148/cb32687170g/date,cb32687170g_date
Almanach de la jeunesse,1914,1915,https://gallica.bnf.fr/ark:/12148/cb32687176j/date,cb32687176j_date
Almanach de la langue verte pour l'année... à l'usage des bons zigues,1868,1868,https://gallica.bnf.fr/ark:/12148/cb32687189w/date,cb32687189w_date
